bear_symbol	bearGeneID	human_symbol	humanGeneID	blastType
PDCD1	gene-PDCD1	PDCD1	gene-PDCD1	RBB
PDCD10	gene-PDCD10	PDCD10	gene-PDCD10	RBB
PDCD11	gene-PDCD11	PDCD11	gene-PDCD11	RBB
PDCD1LG2	gene-PDCD1LG2	PDCD1LG2	gene-PDCD1LG2	RBB
PDCD2	gene-PDCD2	PDCD2	gene-PDCD2	RBB
PDCD2L	gene-PDCD2L	PDCD2L	gene-PDCD2L	RBB
PDCD4	gene-PDCD4	PDCD4	gene-PDCD4	RBB
PDCD5	gene-PDCD5	PDCD5	gene-PDCD5	RBB
PDCD6	gene-PDCD6	PDCD6	gene-PDCD6	RBB
PDCD6IP	gene-PDCD6IP	PDCD6IP	gene-PDCD6IP	RBB
PDCD7	gene-PDCD7	PDCD7	gene-PDCD7	RBB
PDCL	gene-PDCL	PDCL	gene-PDCL	RBB
PDCL2	gene-PDCL2	PDCL2	gene-PDCL2	RBB
PDCL3	gene-PDCL3	PDCL3	gene-PDCL3	RBB
PDE10A	gene-PDE10A	PDE10A	gene-PDE10A	RBB
PDE11A	gene-PDE11A	PDE11A	gene-PDE11A	RBB
PDE12	gene-PDE12	PDE12	gene-PDE12	RBB
PDE1A	gene-PDE1A	PDE1A	gene-PDE1A	RBB
PDE1B	gene-PDE1B	PDE1B	gene-PDE1B	RBB
PDE1C	gene-PDE1C	PDE1C	gene-PDE1C	RBB
PDE2A	gene-PDE2A	PDE2A	gene-PDE2A	RBB
PDE3A	gene-PDE3A	PDE3A	gene-PDE3A	RBB
PDE3B	gene-PDE3B	PDE3B	gene-PDE3B	RBB
PDE4A	gene-PDE4A	PDE4A	gene-PDE4A	RBB
PDE4B	gene-PDE4B	PDE4B	gene-PDE4B	RBB
PDE4C	gene-PDE4C	PDE4C	gene-PDE4C	RBB
PDE4D	gene-PDE4D	PDE4D	gene-PDE4D	RBB
PDE4DIP	gene-PDE4DIP	PDE4DIP	gene-PDE4DIP	RBB
PDE5A	gene-PDE5A	PDE5A	gene-PDE5A	RBB
PDE6A	gene-PDE6A	PDE6A	gene-PDE6A	RBB
PDE6B	gene-PDE6B	PDE6A	gene-PDE6A	OBB
PDE6C	gene-PDE6C	PDE6C	gene-PDE6C	RBB
PDE6D	gene-PDE6D	PDE6D	gene-PDE6D	RBB
PDE6G	gene-PDE6G	PDE6G	gene-PDE6G	RBB
PDE6H	gene-PDE6H	PDE6H	gene-PDE6H	RBB
PDE7A	gene-PDE7A	PDE7A	gene-PDE7A	RBB
PDE7B	gene-PDE7B	PDE7B	gene-PDE7B	RBB
PDE8A	gene-PDE8A	PDE8A	gene-PDE8A	RBB
PDE8B	gene-PDE8B	PDE8B	gene-PDE8B	RBB
PDE9A	gene-PDE9A	PDE9A	gene-PDE9A	RBB
PDGFB	gene-PDGFB	PDGFB	gene-PDGFB	RBB
PDGFC	gene-PDGFC	PDGFC	gene-PDGFC	RBB
PDGFD	gene-PDGFD	PDGFD	gene-PDGFD	RBB
PDGFRA	gene-PDGFRA	PDGFRA	gene-PDGFRA	RBB
PDGFRB	gene-PDGFRB	PDGFRB	gene-PDGFRB	RBB
PDGFRL	gene-PDGFRL	PDGFRL	gene-PDGFRL	RBB
PDHA1	gene-PDHA1	PDHA1	gene-PDHA1	RBB
PDHA2	gene-PDHA2	PDHA2	gene-PDHA2	RBB
PDHB	gene-PDHB	PDHB	gene-PDHB	RBB
PDHX	gene-PDHX	PDHX	gene-PDHX	RBB
PDIA2	gene-PDIA2	PDIA2	gene-PDIA2	RBB
PDIA3	gene-PDIA3	PDIA3	gene-PDIA3	RBB
PDIA4	gene-PDIA4	PDIA4	gene-PDIA4	RBB
PDIA5	gene-PDIA5	PDIA5	gene-PDIA5	RBB
PDIA6	gene-PDIA6	PDIA6	gene-PDIA6	RBB
PDIK1L	gene-PDIK1L	PDIK1L	gene-PDIK1L	RBB
PDILT	gene-PDILT	PDILT	gene-PDILT	RBB
PDK1	gene-PDK1	PDK1	gene-PDK1	RBB
PDK2	gene-PDK2	PDK2	gene-PDK2	RBB
PDK3	gene-PDK3	PDK3	gene-PDK3	RBB
PDK4	gene-PDK4	PDK4	gene-PDK4	RBB
PDLIM1	gene-PDLIM1	PDLIM1	gene-PDLIM1	RBB
PDLIM2	gene-PDLIM2	PDLIM2	gene-PDLIM2	RBB
PDLIM3	gene-PDLIM3	PDLIM3	gene-PDLIM3	RBB
PDLIM4	gene-PDLIM4	PDLIM4	gene-PDLIM4	RBB
PDLIM5	gene-PDLIM5	PDLIM5	gene-PDLIM5	RBB
PDLIM7	gene-PDLIM7	PDLIM7	gene-PDLIM7	RBB
PDP1	gene-PDP1	PDP1	gene-PDP1	RBB
PDP2	gene-PDP2	PDP2	gene-PDP2	RBB
PDPK1	gene-PDPK1	PDPK1	gene-PDPK1	RBB
PDPN	gene-PDPN	PDPN	gene-PDPN	RBB
PDRG1	gene-PDRG1	PDRG1	gene-PDRG1	RBB
PDS5A	gene-PDS5A	PDS5A	gene-PDS5A	RBB
PDS5B	gene-PDS5B	PDS5B	gene-PDS5B	RBB
PDSS1	gene-PDSS1	PDSS1	gene-PDSS1	RBB
PDSS2	gene-PDSS2	PDSS2	gene-PDSS2	RBB
PDX1	gene-PDX1	PDX1	gene-PDX1	RBB
PDXDC1	gene-PDXDC1	PDXDC1	gene-PDXDC1	RBB
PDXK	gene-PDXK	PDXK	gene-PDXK	RBB
PDXP	gene-PDXP	PDXP	gene-PDXP	RBB
PDYN	gene-PDYN	PDYN	gene-PDYN	RBB
PDZD11	gene-PDZD11	PDZD11	gene-PDZD11	RBB
PDZD2	gene-PDZD2	PDZD2	gene-PDZD2	RBB
PDZD7	gene-PDZD7	PDZD7	gene-PDZD7	RBB
PDZD8	gene-PDZD8	PDZD8	gene-PDZD8	RBB
PDZD9	gene-PDZD9	PDZD9	gene-PDZD9	RBB
PDZK1	gene-PDZK1	PDZK1	gene-PDZK1	RBB
PDZK1IP1	gene-PDZK1IP1	PDZK1IP1	gene-PDZK1IP1	RBB
PDZRN3	gene-PDZRN3	PDZRN3	gene-PDZRN3	RBB
PDZRN4	gene-PDZRN4	PDZRN4	gene-PDZRN4	RBB
PEA15	gene-PEA15	PEA15	gene-PEA15	RBB
PEAK1	gene-PEAK1	PEAK1	gene-PEAK1	RBB
PEAK3	gene-PEAK3	PEAK3	gene-PEAK3	RBB
PEAR1	gene-PEAR1	PEAR1	gene-PEAR1	RBB
PEBP1	gene-PEBP1	PEBP1	gene-PEBP1	RBB
PEBP4	gene-PEBP4	PEBP4	gene-PEBP4	RBB
PECAM1	gene-PECAM1	PECAM1	gene-PECAM1	RBB
PECR	gene-PECR	PECR	gene-PECR	RBB
PEDS1	gene-PEDS1	PEDS1	gene-PEDS1	RBB
PEF1	gene-PEF1	PEF1	gene-PEF1	RBB
PEG10	gene-PEG10	PEG10	gene-PEG10	RBB
PEG3	gene-PEG3	PEG3	gene-PEG3	RBB
PELI1	gene-PELI1	PELI1	gene-PELI1	RBB
PELI2	gene-PELI2	PELI2	gene-PELI2	RBB
PELI3	gene-PELI3	PELI3	gene-PELI3	RBB
PELO	gene-PELO	PELO	gene-PELO	RBB
PELP1	gene-PELP1	PELP1	gene-PELP1	RBB
PEMT	gene-PEMT	PEMT	gene-PEMT	RBB
PENK	gene-PENK	PENK	gene-PENK	RBB
PEPD	gene-PEPD	PEPD	gene-PEPD	RBB
PER1	gene-PER1	PER1	gene-PER1	RBB
PER2	gene-PER2	PER2	gene-PER2	RBB
PER3	gene-PER3	PER3	gene-PER3	RBB
PERCC1	gene-PERCC1	PERCC1	gene-PERCC1	RBB
PERM1	gene-PERM1	PERM1	gene-PERM1	RBB
PERP	gene-PERP	PERP	gene-PERP	RBB
PES1	gene-PES1	PES1	gene-PES1	RBB
PEX1	gene-PEX1	PEX1	gene-PEX1	RBB
PEX10	gene-PEX10	PEX10	gene-PEX10	RBB
PEX11A	gene-PEX11A	PEX11A	gene-PEX11A	RBB
PEX11B	gene-PEX11B	PEX11B	gene-PEX11B	RBB
PEX11G	gene-PEX11G	PEX11G	gene-PEX11G	RBB
PEX12	gene-PEX12	PEX12	gene-PEX12	RBB
PEX13	gene-PEX13	PEX13	gene-PEX13	RBB
PEX14	gene-PEX14	PEX14	gene-PEX14	RBB
PEX16	gene-PEX16	PEX16	gene-PEX16	RBB
PEX19	gene-PEX19	PEX19	gene-PEX19	RBB
PEX2	gene-PEX2	PEX2	gene-PEX2	RBB
PEX26	gene-PEX26	PEX26	gene-PEX26	RBB
PEX3	gene-PEX3	PEX3	gene-PEX3	RBB
PEX5	gene-PEX5	PEX5	gene-PEX5	RBB
PEX5L	gene-PEX5L	PEX5L	gene-PEX5L	RBB
PEX6	gene-PEX6	PEX6	gene-PEX6	RBB
PEX7	gene-PEX7	PEX7	gene-PEX7	RBB
PFAS	gene-PFAS	PFAS	gene-PFAS	RBB
PFDN1	gene-PFDN1	PFDN1	gene-PFDN1	RBB
PFDN2	gene-PFDN2	PFDN2	gene-PFDN2	RBB
PFDN4	gene-PFDN4	PFDN4	gene-PFDN4	RBB
PFDN5	gene-PFDN5	PFDN5	gene-PFDN5	RBB
PFDN6	gene-PFDN6	PFDN6	gene-PFDN6	RBB
PFKFB1	gene-PFKFB1	PFKFB1	gene-PFKFB1	RBB
PFKFB2	gene-PFKFB2	PFKFB2	gene-PFKFB2	RBB
PFKFB3	gene-PFKFB3	PFKFB3	gene-PFKFB3	RBB
PFKFB4	gene-PFKFB4	PFKFB4	gene-PFKFB4	RBB
PFKL	gene-PFKL	PFKL	gene-PFKL	RBB
PFKM	gene-PFKM	PFKM	gene-PFKM	RBB
PFKP	gene-PFKP	PFKP	gene-PFKP	RBB
PFN1	gene-PFN1	PFN1	gene-PFN1	RBB
PFN2	gene-PFN2	PFN2	gene-PFN2	RBB
PFN3	gene-PFN3	PFN3	gene-PFN3	RBB
PFN4	gene-PFN4	PFN4	gene-PFN4	RBB
PGAM1	gene-PGAM1	PGAM1	gene-PGAM1	RBB
PGAM2	gene-PGAM2	PGAM2	gene-PGAM2	RBB
PGAM5	gene-PGAM5	PGAM5	gene-PGAM5	RBB
PGAP1	gene-PGAP1	PGAP1	gene-PGAP1	RBB
PGAP2	gene-PGAP2	PGAP2	gene-PGAP2	RBB
PGAP3	gene-PGAP3	PGAP3	gene-PGAP3	RBB
PGAP4	gene-PGAP4	PGAP4	gene-PGAP4	RBB
PGAP6	gene-PGAP6	PGAP6	gene-PGAP6	RBB
PGBD1	gene-PGBD1	PGBD1	gene-PGBD1	RBB
PGBD2	gene-PGBD2	PGBD2	gene-PGBD2	RBB
PGBD5	gene-PGBD5	PGBD5	gene-PGBD5	RBB
PGC	gene-PGC	PGC	gene-PGC	RBB
PGD	gene-PGD	PGD	gene-PGD	RBB
PGF	gene-PGF	PGF	gene-PGF	RBB
PGGHG	gene-PGGHG	PGGHG	gene-PGGHG	RBB
PGGT1B	gene-PGGT1B	PGGT1B	gene-PGGT1B	RBB
PGK1	gene-PGK1	PGK1	gene-PGK1	RBB
PGK2	gene-PGK2	PGK2	gene-PGK2	RBB
PGLS	gene-PGLS	PGLS	gene-PGLS	RBB
PGLYRP1	gene-PGLYRP1	PGLYRP1	gene-PGLYRP1	RBB
PGLYRP2	gene-PGLYRP2	PGLYRP2	gene-PGLYRP2	RBB
PGLYRP3	gene-PGLYRP3	PGLYRP3	gene-PGLYRP3	RBB
PGM1	gene-PGM1	PGM1	gene-PGM1	RBB
PGM2	gene-PGM2	PGM2	gene-PGM2	RBB
PGM2L1	gene-PGM2L1	PGM2L1	gene-PGM2L1	RBB
PGM3	gene-PGM3	PGM3	gene-PGM3	RBB
PGM5	gene-PGM5	PGM5	gene-PGM5	RBB
PGP	gene-PGP	PGP	gene-PGP	RBB
PGPEP1	gene-PGPEP1	PGPEP1	gene-PGPEP1	RBB
PGPEP1L	gene-PGPEP1L	PGPEP1L	gene-PGPEP1L	RBB
PGR	gene-PGR	PGR	gene-PGR	RBB
PGRMC1	gene-PGRMC1	PGRMC1	gene-PGRMC1	RBB
PGRMC2	gene-PGRMC2	PGRMC2	gene-PGRMC2	RBB
PGS1	gene-PGS1	PGS1	gene-PGS1	RBB
PHACTR1	gene-PHACTR1	PHACTR1	gene-PHACTR1	RBB
PHACTR2	gene-PHACTR2	PHACTR2	gene-PHACTR2	RBB
PHACTR3	gene-PHACTR3	PHACTR3	gene-PHACTR3	RBB
PHACTR4	gene-PHACTR4	PHACTR4	gene-PHACTR4	RBB
PHAF1	gene-PHAF1	PHAF1	gene-PHAF1	RBB
PHAX	gene-PHAX	PHAX	gene-PHAX	RBB
PHB1	gene-PHB1	PHB1	gene-PHB1	RBB
PHB2	gene-PHB2	PHB2	gene-PHB2	RBB
PHC1	gene-PHC1	PHC1	gene-PHC1	RBB
PHC2	gene-PHC2	PHC2	gene-PHC2	RBB
PHC3	gene-PHC3	PHC3	gene-PHC3	RBB
PHETA1	gene-PHETA1	PHETA1	gene-PHETA1	RBB
PHETA2	gene-PHETA2	PHETA2	gene-PHETA2	RBB
PHEX	gene-PHEX	PHEX	gene-PHEX	RBB
PHF1	gene-PHF1	PHF1	gene-PHF1-2	RBB
PHF10	gene-PHF10	PHF10	gene-PHF10	RBB
PHF12	gene-PHF12	PHF12	gene-PHF12	RBB
PHF13	gene-PHF13	PHF13	gene-PHF13	RBB
PHF14	gene-PHF14	PHF14	gene-PHF14	RBB
PHF19	gene-PHF19	PHF19	gene-PHF19	RBB
PHF2	gene-PHF2	PHF2	gene-PHF2	RBB
PHF20	gene-PHF20	PHF20	gene-PHF20	RBB
PHF20L1	gene-PHF20L1	PHF20L1	gene-PHF20L1	RBB
PHF21A	gene-PHF21A	PHF21A	gene-PHF21A	RBB
PHF24	gene-PHF24	PHF24	gene-PHF24	RBB
PHF3	gene-PHF3	PHF3	gene-PHF3	RBB
PHF5A	gene-PHF5A	PHF5A	gene-PHF5A	RBB
PHF6	gene-PHF6	PHF6	gene-PHF6	RBB
PHF7	gene-PHF7	PHF7	gene-PHF7	RBB
PHF8	gene-PHF8	PHF8	gene-PHF8	RBB
PHGDH	gene-PHGDH	PHGDH	gene-PHGDH	RBB
PHIP	gene-PHIP	PHIP	gene-PHIP	RBB
PHKA1	gene-PHKA1	PHKA1	gene-PHKA1	RBB
PHKA2	gene-PHKA2	PHKA2	gene-PHKA2	RBB
PHKB	gene-PHKB	PHKB	gene-PHKB	RBB
PHKG1	gene-PHKG1	PHKG1	gene-PHKG1	RBB
PHKG2	gene-PHKG2	PHKG2	gene-PHKG2	RBB
PHLDA1	gene-PHLDA1	PHLDA1	gene-PHLDA1	RBB
PHLDA2	gene-PHLDA2	PHLDA2	gene-PHLDA2	RBB
PHLDA3	gene-PHLDA3	PHLDA3	gene-PHLDA3	RBB
PHLDB1	gene-PHLDB1	PHLDB1	gene-PHLDB1	RBB
PHLDB2	gene-PHLDB2	PHLDB2	gene-PHLDB2	RBB
PHLDB3	gene-PHLDB3	PHLDB3	gene-PHLDB3	RBB
PHLPP1	gene-PHLPP1	PHLPP1	gene-PHLPP1	RBB
PHLPP2	gene-PHLPP2	PHLPP2	gene-PHLPP2	RBB
PHOSPHO1	gene-PHOSPHO1	PHOSPHO1	gene-PHOSPHO1	RBB
PHOSPHO2	gene-PHOSPHO2	PHOSPHO2	gene-PHOSPHO2	RBB
PHOX2A	gene-PHOX2A	PHOX2A	gene-PHOX2A	RBB
PHOX2B	gene-PHOX2B	PHOX2B	gene-PHOX2B	RBB
PHPT1	gene-PHPT1	PHPT1	gene-PHPT1	RBB
PHRF1	gene-PHRF1	PHRF1	gene-PHRF1-2	RBB
PHTF1	gene-PHTF1	PHTF1	gene-PHTF1	RBB
PHTF2	gene-PHTF2	PHTF2	gene-PHTF2	RBB
PHYHD1	gene-PHYHD1	PHYHD1	gene-PHYHD1	RBB
PHYHIP	gene-PHYHIP	PHYHIP	gene-PHYHIP	RBB
PHYHIPL	gene-PHYHIPL	PHYHIPL	gene-PHYHIPL	RBB
PHYKPL	gene-PHYKPL	PHYKPL	gene-PHYKPL	RBB
PI15	gene-PI15	PI15	gene-PI15	RBB
PI3	gene-PI3	PI3	gene-PI3	RBB
PI4K2A	gene-PI4K2A	PI4K2A	gene-PI4K2A	RBB
PI4K2B	gene-PI4K2B	PI4K2B	gene-PI4K2B	RBB
PI4KA	gene-PI4KA	PI4KA	gene-PI4KA	RBB
PI4KB	gene-PI4KB	PI4KB	gene-PI4KB	RBB
PIANP	gene-PIANP	PIANP	gene-PIANP	RBB
PIAS1	gene-PIAS1	PIAS1	gene-PIAS1	RBB
PIAS2	gene-PIAS2	PIAS2	gene-PIAS2	RBB
PIAS3	gene-PIAS3	PIAS3	gene-PIAS3	RBB
PIAS4	gene-PIAS4	PIAS4	gene-PIAS4	RBB
PIBF1	gene-PIBF1	PIBF1	gene-PIBF1	RBB
PICALM	gene-PICALM	PICALM	gene-PICALM	RBB
PICK1	gene-PICK1	PICK1	gene-PICK1	RBB
PID1	gene-PID1	PID1	gene-PID1	RBB
PIDD1	gene-PIDD1	PIDD1	gene-PIDD1	RBB
PIERCE1	gene-PIERCE1	PIERCE1	gene-PIERCE1	RBB
PIERCE2	gene-PIERCE2	PIERCE2	gene-PIERCE2	RBB
PIEZO1	gene-PIEZO1	PIEZO1	gene-PIEZO1	RBB
PIEZO2	gene-PIEZO2	PIEZO2	gene-PIEZO2	RBB
PIF1	gene-PIF1	PIF1	gene-PIF1	RBB
PIGA	gene-PIGA	PIGA	gene-PIGA	RBB
PIGB	gene-PIGB	PIGB	gene-PIGB	RBB
PIGBOS1	gene-PIGBOS1	PIGBOS1	gene-PIGBOS1	RBB
PIGC	gene-PIGC	PIGC	gene-PIGC	RBB
PIGF	gene-PIGF	PIGF	gene-PIGF	RBB
PIGG	gene-PIGG	PIGG	gene-PIGG	RBB
PIGH	gene-PIGH	PIGH	gene-PIGH	RBB
PIGK	gene-PIGK	PIGK	gene-PIGK	RBB
PIGL	gene-PIGL	PIGL	gene-PIGL	RBB
PIGM	gene-PIGM	PIGM	gene-PIGM	RBB
PIGN	gene-PIGN	PIGN	gene-PIGN	RBB
PIGO	gene-PIGO	PIGO	gene-PIGO	RBB
PIGP	gene-PIGP	PIGP	gene-PIGP	RBB
PIGR	gene-PIGR	PIGR	gene-PIGR	RBB
PIGS	gene-PIGS	PIGS	gene-PIGS	RBB
PIGT	gene-PIGT	PIGT	gene-PIGT	RBB
PIGU	gene-PIGU	PIGU	gene-PIGU	RBB
PIGV	gene-PIGV	PIGV	gene-PIGV	RBB
PIGW	gene-PIGW	PIGW	gene-PIGW	RBB
PIGX	gene-PIGX	PIGX	gene-PIGX	RBB
PIGY	gene-PIGY	PIGY	gene-PIGY	RBB
PIGZ	gene-PIGZ	PIGZ	gene-PIGZ	RBB
PIH1D1	gene-PIH1D1	PIH1D1	gene-PIH1D1	RBB
PIH1D2	gene-PIH1D2	PIH1D2	gene-PIH1D2	RBB
PIK3AP1	gene-PIK3AP1	PIK3AP1	gene-PIK3AP1	RBB
PIK3C2A	gene-PIK3C2A	PIK3C2A	gene-PIK3C2A	RBB
PIK3C2B	gene-PIK3C2B	PIK3C2B	gene-PIK3C2B	RBB
PIK3C2G	gene-PIK3C2G	PIK3C2G	gene-PIK3C2G	RBB
PIK3C3	gene-PIK3C3	PIK3C3	gene-PIK3C3	RBB
PIK3CA	gene-PIK3CA	PIK3CA	gene-PIK3CA	RBB
PIK3CB	gene-PIK3CB	PIK3CB	gene-PIK3CB	RBB
PIK3CD	gene-PIK3CD	PIK3CD	gene-PIK3CD	RBB
PIK3CG	gene-PIK3CG	PIK3CG	gene-PIK3CG	RBB
PIK3IP1	gene-PIK3IP1	PIK3IP1	gene-PIK3IP1	RBB
PIK3R1	gene-PIK3R1	PIK3R1	gene-PIK3R1	RBB
PIK3R2	gene-PIK3R2	PIK3R2	gene-PIK3R2	RBB
PIK3R3	gene-PIK3R3	P3R3URF-PIK3R3	gene-P3R3URF-PIK3R3	RBB
PIK3R4	gene-PIK3R4	PIK3R4	gene-PIK3R4	RBB
PIK3R5	gene-PIK3R5	PIK3R5	gene-PIK3R5	RBB
PIK3R6	gene-PIK3R6	PIK3R6	gene-PIK3R6	RBB
PIKFYVE	gene-PIKFYVE	PIKFYVE	gene-PIKFYVE	RBB
PILRA	gene-PILRA	PILRA	gene-PILRA	RBB
PIM2	gene-PIM2	PIM2	gene-PIM2	RBB
PIMREG	gene-PIMREG	PIMREG	gene-PIMREG	RBB
PIN1	gene-PIN1	PIN1	gene-PIN1	RBB
PIN4	gene-PIN4	PIN4	gene-PIN4	RBB
PINK1	gene-PINK1	PINK1	gene-PINK1	RBB
PINLYP	gene-PINLYP	PINLYP	gene-PINLYP	RBB
PINX1	gene-PINX1	PINX1	gene-PINX1	RBB
PIP	gene-PIP	PIP	gene-PIP	RBB
PIP4K2A	gene-PIP4K2A	PIP4K2A	gene-PIP4K2A	RBB
PIP4K2B	gene-PIP4K2B	PIP4K2B	gene-PIP4K2B	RBB
PIP4K2C	gene-PIP4K2C	PIP4K2C	gene-PIP4K2C	RBB
PIP4P1	gene-PIP4P1	PIP4P1	gene-PIP4P1	RBB
PIP4P2	gene-PIP4P2	PIP4P2	gene-PIP4P2	RBB
PIP5K1A	gene-PIP5K1A	PIP5K1A	gene-PIP5K1A	RBB
PIP5K1B	gene-PIP5K1B	PIP5K1B	gene-PIP5K1B	RBB
PIP5K1C	gene-PIP5K1C	PIP5K1C	gene-PIP5K1C	RBB
PIP5KL1	gene-PIP5KL1	PIP5KL1	gene-PIP5KL1	RBB
PIPOX	gene-PIPOX	PIPOX	gene-PIPOX	RBB
PIR	gene-PIR	PIR	gene-PIR	RBB
PIRT	gene-PIRT	PIRT	gene-PIRT	RBB
PISD	gene-PISD	PISD	gene-PISD	RBB
PITHD1	gene-PITHD1	PITHD1	gene-PITHD1	RBB
PITPNA	gene-PITPNA	PITPNA	gene-PITPNA	RBB
PITPNB	gene-PITPNB	PITPNB	gene-PITPNB	RBB
PITPNC1	gene-PITPNC1	PITPNC1	gene-PITPNC1	RBB
PITPNM1	gene-PITPNM1	PITPNM1	gene-PITPNM1	RBB
PITPNM2	gene-PITPNM2	PITPNM2	gene-PITPNM2	RBB
PITPNM3	gene-PITPNM3	PITPNM3	gene-PITPNM3	RBB
PITRM1	gene-PITRM1	PITRM1	gene-PITRM1	RBB
PITX1	gene-PITX1	PITX1	gene-PITX1	RBB
PITX2	gene-PITX2	PITX2	gene-PITX2	RBB
PITX3	gene-PITX3	PITX3	gene-PITX3	RBB
PIWIL1	gene-PIWIL1	PIWIL1	gene-PIWIL1	RBB
PIWIL2	gene-PIWIL2	PIWIL2	gene-PIWIL2	RBB
PIWIL4	gene-PIWIL4	PIWIL4	gene-PIWIL4	RBB
PJA1	gene-PJA1	PJA1	gene-PJA1	RBB
PJA2	gene-PJA2	PJA2	gene-PJA2	RBB
PJVK	gene-PJVK	PJVK	gene-PJVK	RBB
PKD1	gene-PKD1	PKD1	gene-PKD1	RBB
PKD1L1	gene-PKD1L1	PKD1L1	gene-PKD1L1	RBB
PKD1L3	gene-PKD1L3	PKD1L3	gene-PKD1L3	RBB
PKD2	gene-PKD2	PKD2	gene-PKD2	RBB
PKD2L1	gene-PKD2L1	PKD2L1	gene-PKD2L1	RBB
PKD2L2	gene-PKD2L2	PKD2L2	gene-PKD2L2	RBB
PKDCC	gene-PKDCC	PKDCC	gene-PKDCC	RBB
PKHD1	gene-PKHD1	PKHD1	gene-PKHD1	RBB
PKHD1L1	gene-PKHD1L1	PKHD1L1	gene-PKHD1L1	RBB
PKIA	gene-PKIA	PKIA	gene-PKIA	RBB
PKIB	gene-PKIB	PKIB	gene-PKIB	RBB
PKIG	gene-PKIG	PKIG	gene-PKIG	RBB
PKLR	gene-PKLR	PKLR	gene-PKLR	RBB
PKM	gene-PKM	PKM	gene-PKM	RBB
PKMYT1	gene-PKMYT1	PKMYT1	gene-PKMYT1	RBB
PKN1	gene-PKN1	PKN1	gene-PKN1	RBB
PKN2	gene-PKN2	PKN2	gene-PKN2	RBB
PKN3	gene-PKN3	PKN3	gene-PKN3	RBB
PKNOX1	gene-PKNOX1	PKNOX1	gene-PKNOX1	RBB
PKNOX2	gene-PKNOX2	PKNOX2	gene-PKNOX2	RBB
PKP1	gene-PKP1	PKP1	gene-PKP1	RBB
PKP2	gene-PKP2	PKP2	gene-PKP2	RBB
PKP3	gene-PKP3	PKP3	gene-PKP3	RBB
PKP4	gene-PKP4	PKP4	gene-PKP4	RBB
PLA1A	gene-PLA1A	PLA1A	gene-PLA1A	RBB
PLA2G12A	gene-PLA2G12A	PLA2G12A	gene-PLA2G12A	RBB
PLA2G12B	gene-PLA2G12B	PLA2G12B	gene-PLA2G12B	RBB
PLA2G15	gene-PLA2G15	PLA2G15	gene-PLA2G15	RBB
PLA2G1B	gene-PLA2G1B	PLA2G1B	gene-PLA2G1B	RBB
PLA2G2C	gene-PLA2G2C	PLA2G2C	gene-PLA2G2C	RBB
PLA2G2D	gene-PLA2G2D	PLA2G2D	gene-PLA2G2D	RBB
PLA2G2F	gene-PLA2G2F	PLA2G2F	gene-PLA2G2F	RBB
PLA2G3	gene-PLA2G3	PLA2G3	gene-PLA2G3	RBB
PLA2G4A	gene-PLA2G4A	PLA2G4A	gene-PLA2G4A	RBB
PLA2G4B	gene-PLA2G4B	PLA2G4B	gene-PLA2G4B	RBB
PLA2G4D	gene-PLA2G4D	PLA2G4D	gene-PLA2G4D	RBB
PLA2G4E	gene-PLA2G4E	PLA2G4E	gene-PLA2G4E	RBB
PLA2G4F	gene-PLA2G4F	PLA2G4F	gene-PLA2G4F	RBB
PLA2G5	gene-PLA2G5	PLA2G5	gene-PLA2G5	RBB
PLA2G6	gene-PLA2G6	PLA2G6	gene-PLA2G6	RBB
PLA2G7	gene-PLA2G7	PLA2G7	gene-PLA2G7	RBB
PLA2R1	gene-PLA2R1	PLA2R1	gene-PLA2R1	RBB
PLAA	gene-PLAA	PLAA	gene-PLAA	RBB
PLAAT1	gene-PLAAT1	PLAAT1	gene-PLAAT1	RBB
PLAAT3	gene-PLAAT3	PLAAT3	gene-PLAAT3	RBB
PLAAT4	gene-PLAAT4	PLAAT4	gene-PLAAT4	OBB
PLAAT5	gene-PLAAT5	PLAAT5	gene-PLAAT5	RBB
PLAC1	gene-PLAC1	PLAC1	gene-PLAC1	RBB
PLAC8L1	gene-PLAC8L1	PLAC8L1	gene-PLAC8L1	RBB
PLAC9	gene-PLAC9	PLAC9	gene-PLAC9	RBB
PLAG1	gene-PLAG1	PLAG1	gene-PLAG1	RBB
PLAGL1	gene-PLAGL1	PLAGL1	gene-PLAGL1	RBB
PLAGL2	gene-PLAGL2	PLAGL2	gene-PLAGL2	RBB
PLAT	gene-PLAT	PLAT	gene-PLAT	RBB
PLAU	gene-PLAU	PLAU	gene-PLAU	RBB
PLAUR	gene-PLAUR	PLAUR	gene-PLAUR	RBB
PLB1	gene-PLB1	PLB1	gene-PLB1	RBB
PLBD1	gene-PLBD1	PLBD1	gene-PLBD1	RBB
PLBD2	gene-PLBD2	PLBD2	gene-PLBD2	RBB
PLCB1	gene-PLCB1	PLCB1	gene-PLCB1	RBB
PLCB2	gene-PLCB2	PLCB2	gene-PLCB2	RBB
PLCB3	gene-PLCB3	PLCB3	gene-PLCB3	RBB
PLCB4	gene-PLCB4	PLCB4	gene-PLCB4	RBB
PLCD1	gene-PLCD1	PLCD1	gene-PLCD1	RBB
PLCD3	gene-PLCD3	PLCD3	gene-PLCD3	RBB
PLCD4	gene-PLCD4	PLCD4	gene-PLCD4	RBB
PLCE1	gene-PLCE1	PLCE1	gene-PLCE1	RBB
