Geneid,Length
125282023:nbis-pseudogene-3149:LOC125282023,976
125282024:gene-LOC125282024:LOC125282024,939
125282026:gene-LOC125282026:LOC125282026,933
130543296:gene-LOC130543296:LOC130543296,5436
113260766:gene-PLEKHG4B:PLEKHG4B,4774
113260767:gene-LRRC14B:LRRC14B,2309
113260770:gene-CCDC127:CCDC127,1555
113260769:gene-SDHA:SDHA,2344
113260771:gene-PDCD6:PDCD6,3347
113260772:gene-AHRR:AHRR,9006
130543681:gene-LOC130543681:LOC130543681,1010
113260773:gene-EXOC3:EXOC3,3010
113260774:gene-SLC9A3:SLC9A3,2754
113260775:gene-CEP72:CEP72,7141
113260777:gene-TPPP:TPPP,5104
113260779:gene-LOC113260779:LOC113260779,9015
113260778:gene-BRD9:BRD9,3448
113260782:gene-TRIP13:TRIP13,2149
113260703:gene-NKD2:NKD2,2237
113260783:gene-SLC12A7:SLC12A7,5702
113260785:gene-SLC6A19:SLC6A19,1986
113260786:gene-SLC6A18:SLC6A18,1916
113260787:gene-TERT:TERT,3354
113260789:gene-CLPTM1L:CLPTM1L,2271
113260791:gene-SLC6A3:SLC6A3,3317
113260704:gene-LPCAT1:LPCAT1,3598
130543682:gene-LOC130543682:LOC130543682,1852
113260792:gene-MRPL36:MRPL36,537
113260793:gene-NDUFS6:NDUFS6,605
113260705:gene-IRX4:IRX4,2117
113260794:gene-IRX2:IRX2,2314
130543733:gene-LOC130543733:LOC130543733,2386
123001444:nbis-pseudogene-2903:LOC123001444,537
113260795:gene-IRX1:IRX1,3054
113260798:gene-ADAMTS16:ADAMTS16,4938
113260800:gene-LOC113260800:LOC113260800,4208
130543683:gene-LOC130543683:LOC130543683,1808
113260803:gene-ICE1:ICE1,7931
113260804:gene-MED10:MED10,12670
113260978:nbis-pseudogene-1707:LOC113260978,95
113260707:gene-UBE2QL1:UBE2QL1,2208
113260708:gene-NSUN2:NSUN2,3242
113260805:gene-SRD5A1:SRD5A1,4057
113260976:nbis-pseudogene-1706:LOC113260976,98
113260709:gene-TENT4A:TENT4A,4513
130543734:gene-LOC130543734:LOC130543734,397
113260807:gene-ADCY2:ADCY2,3938
130543684:gene-LOC130543684:LOC130543684,2103
113260730:gene-CFAP90:CFAP90,722
125283374:gene-LOC125283374:LOC125283374,516
113260808:gene-FASTKD3:FASTKD3,2467
113260809:gene-MTRR:MTRR,3745
125283365:gene-LOC125283365:LOC125283365,272
113260810:gene-SEMA5A:SEMA5A,11921
113260987:gene-LOC113260987:LOC113260987,70
130543735:gene-LOC130543735:LOC130543735,1876
113260732:gene-TAS2R1:TAS2R1,897
113260814:gene-ATPSCKMT:ATPSCKMT,7893
113260710:nbis-pseudogene-1673:LOC113260710,722
130543685:gene-LOC130543685:LOC130543685,438
123001458:nbis-pseudogene-2906:LOC123001458,969
113260813:gene-CCT5:CCT5,2162
113260816:gene-CMBL:CMBL,3676
113260817:gene-MARCHF6:MARCHF6,3895
113260968:gene-LOC113260968:LOC113260968,107
113260818:gene-ROPN1L:ROPN1L,1083
113260734:gene-LOC113260734:LOC113260734,493
113260819:gene-ANKRD33B:ANKRD33B,9998
113260975:nbis-pseudogene-1705:LOC113260975,101
113260820:gene-DAP:DAP,3849
130543686:gene-LOC130543686:LOC130543686,7079
113260711:gene-CTNND2:CTNND2,4783
113260825:gene-DNAH5:DNAH5,15490
113260826:nbis-pseudogene-1698:LOC113260826,629
130543736:gene-LOC130543736:LOC130543736,3718
125283376:gene-LOC125283376:LOC125283376,664
113260830:gene-TRIO:TRIO,51626
130543687:gene-LOC130543687:LOC130543687,945
113260832:gene-OTULINL:OTULINL,2607
113260969:gene-LOC113260969:LOC113260969,104
113260835:gene-OTULIN:OTULIN,6328
113260836:gene-ANKH:ANKH,3732
130543689:gene-LOC130543689:LOC130543689,2025
130543688:gene-LOC130543688:LOC130543688,2492
113260837:gene-FBXL7:FBXL7,4641
130543690:gene-LOC130543690:LOC130543690,19075
113260838:gene-MARCHF11:MARCHF11,1221
113260715:nbis-pseudogene-1674:LOC113260715,1015
123001447:gene-LOC123001447:LOC123001447,6738
113260839:gene-ZNF622:ZNF622,1718
113260842:gene-RETREG1:RETREG1,5298
123001456:gene-LOC123001456:LOC123001456,4346
113260840:gene-MYO10:MYO10,8040
113260843:gene-BASP1:BASP1,1801
113260737:nbis-pseudogene-1685:LOC113260737,378
113260738:gene-LOC113260738:LOC113260738,1062
113260980:gene-LOC113260980:LOC113260980,152
113260844:gene-CDH18:CDH18,2817
113260716:nbis-pseudogene-1675:LOC113260716,2134
113260845:gene-CDH12:CDH12,2385
113253971:gene-LOC113253971:LOC113253971,1413
113260979:nbis-pseudogene-1708:LOC113260979,100
113260965:nbis-pseudogene-1703:LOC113260965,90
125283380:gene-LOC125283380:LOC125283380,2179
113260717:nbis-pseudogene-1676:LOC113260717,660
113260740:nbis-pseudogene-1686:LOC113260740,240
113260846:gene-LOC113260846:LOC113260846,2492
113260741:nbis-pseudogene-1687:LOC113260741,579
113260718:nbis-pseudogene-1677:LOC113260718,1531
130543692:gene-LOC130543692:LOC130543692,2172
130543691:nbis-pseudogene-3478:LOC130543691,351
113260847:gene-CDH9:CDH9,2526
130543680:nbis-pseudogene-3477:LOC130543680,651
113260743:nbis-pseudogene-1688:LOC113260743,1121
113260721:nbis-pseudogene-1678:LOC113260721,1056
125283373:nbis-pseudogene-3280:LOC125283373,940
113260722:nbis-pseudogene-1679:LOC113260722,698
113260723:nbis-pseudogene-1680:LOC113260723,347
123001449:gene-LOC123001449:LOC123001449,1259
113260724:nbis-pseudogene-1681:LOC113260724,636
113260725:nbis-pseudogene-1682:LOC113260725,867
130543737:gene-LOC130543737:LOC130543737,2581
113260848:gene-CDH6:CDH6,9588
113260849:gene-DROSHA:DROSHA,5514
113260851:gene-CUNH5orf22:CUNH5orf22,6716
113260852:gene-PDZD2:PDZD2,40527
113260854:gene-GOLPH3:GOLPH3,2723
130543738:nbis-pseudogene-3484:LOC130543738,1664
113260855:gene-MTMR12:MTMR12,4766
123001468:gene-TRNAN-GUU-14:TRNAN-GUU,73
113260856:gene-ZFR:ZFR,4717
113260857:nbis-pseudogene-1699:LOC113260857,397
113260858:gene-SUB1:SUB1,3577
113260859:gene-NPR3:NPR3,8006
123001459:gene-LOC123001459:LOC123001459,13968
123001450:nbis-pseudogene-2905:LOC123001450,476
125283372:gene-LOC125283372:LOC125283372,2908
113260988:gene-LOC113260988:LOC113260988,104
113260860:gene-TARS1:TARS1,2600
113260863:gene-ADAMTS12:ADAMTS12,17353
130543693:gene-LOC130543693:LOC130543693,445
113260866:gene-RXFP3:RXFP3,1431
113260865:gene-SLC45A2:SLC45A2,1622
113260868:gene-AMACR:AMACR,2081
113260765:nbis-pseudogene-1697:LOC113260765,1118
113260869:gene-C1QTNF3:C1QTNF3,2936
113260870:gene-LOC113260870:LOC113260870,11327
113260871:gene-RAI14:RAI14,12528
123001445:nbis-pseudogene-2904:LOC123001445,547
113260875:gene-TTC23L:TTC23L,4147
123001461:gene-LOC123001461:LOC123001461,7574
113260877:gene-RAD1:RAD1,2069
113260876:gene-BRIX1:BRIX1,3064
113260878:gene-DNAJC21:DNAJC21,2656
113260880:gene-AGXT2:AGXT2,2229
113260881:gene-PRLR:PRLR,15420
113260973:gene-LOC113260973:LOC113260973,108
113260882:gene-SPEF2:SPEF2,10366
113260884:gene-IL7R:IL7R,4488
113260885:gene-CAPSL:CAPSL,1388
113260891:gene-LOC113260891:LOC113260891,1932
113260888:gene-LOC113260888:LOC113260888,1992
113260889:gene-LOC113260889:LOC113260889,2766
113260887:gene-LOC113260887:LOC113260887,2012
123001452:gene-LOC123001452:LOC123001452,555
113260886:gene-LMBRD2:LMBRD2,8185
113260895:gene-SKP2:SKP2,3242
113260897:gene-NADK2:NADK2,4626
113260896:gene-RANBP3L:RANBP3L,2970
113260898:gene-SLC1A3:SLC1A3,4353
130543694:gene-LOC130543694:LOC130543694,678
113260899:gene-NIPBL:NIPBL,9916
113260989:gene-LOC113260989:LOC113260989,105
113260900:gene-CPLANE1:CPLANE1,13305
113260726:nbis-pseudogene-1683:LOC113260726,1377
130543695:gene-LOC130543695:LOC130543695,3652
113260902:gene-NUP155:NUP155,6668
113260984:gene-LOC113260984:LOC113260984,128
113260971:gene-LOC113260971:LOC113260971,102
113260903:gene-WDR70:WDR70,2229
113260982:gene-LOC113260982:LOC113260982,142
113260967:nbis-pseudogene-1704:LOC113260967,126
113260904:gene-GDNF:GDNF,930
113260977:gene-LOC113260977:LOC113260977,103
113260905:gene-EGFLAM:EGFLAM,5061
113260908:gene-LIFR:LIFR,17774
113260990:gene-LOC113260990:LOC113260990,190
113260911:gene-LOC113260911:LOC113260911,17315
130543696:gene-LOC130543696:LOC130543696,2962
113260912:gene-OSMR:OSMR,7859
113260913:gene-RICTOR:RICTOR,19395
130543697:gene-LOC130543697:LOC130543697,2376
113260918:gene-FYB1:FYB1,5515
113260920:gene-LOC113260920:LOC113260920,590
113260919:gene-C9:C9,2197
113260922:gene-DAB2:DAB2,4835
113260727:nbis-pseudogene-1684:LOC113260727,904
113260925:gene-LOC113260925:LOC113260925,1056
125283384:nbis-pseudogene-3282:LOC125283384,150
113260927:gene-PTGER4:PTGER4,3468
113260928:gene-TTC33:TTC33,3562
113260929:gene-PRKAA1:PRKAA1,4695
113260983:gene-LOC113260983:LOC113260983,122
113260931:gene-RPL37:RPL37,3446
113260986:gene-LOC113260986:LOC113260986,81
113260930:gene-CARD6:CARD6,4501
113260932:gene-C7:C7,3990
113260933:gene-MROH2B:MROH2B,4780
113260935:gene-C6:C6,4548
113260758:nbis-pseudogene-1693:LOC113260758,1195
113260750:gene-LOC113260750:LOC113260750,825
113260936:gene-PLCXD3:PLCXD3,7608
113260937:gene-OXCT1:OXCT1,5134
113260939:gene-RIMOC1:RIMOC1,5417
113260940:gene-FBXO4:FBXO4,24794
130543699:gene-LOC130543699:LOC130543699,359
113260944:gene-GHR:GHR,6758
123001465:gene-LOC123001465:LOC123001465,1097
125283375:nbis-pseudogene-3281:LOC125283375,346
113260945:nbis-pseudogene-1702:LOC113260945,1114
113260948:gene-CCDC152:CCDC152,1037
113260947:gene-SELENOP:SELENOP,2278
113260951:gene-LOC113260951:LOC113260951,1042
123001466:gene-LOC123001466:LOC123001466,2197
130543700:gene-LOC130543700:LOC130543700,3089
113260760:nbis-pseudogene-1694:LOC113260760,2041
113260952:gene-ZNF131:ZNF131,3610
113260953:gene-NIM1K:NIM1K,2735
130543701:gene-LOC130543701:LOC130543701,4439
113260955:gene-HMGCS1:HMGCS1,3479
130543702:gene-CCL28:CCL28,1271
113260957:gene-TMEM267:TMEM267,3824
113260956:gene-CUNH5orf34:CUNH5orf34,2362
113260958:gene-PAIP1:PAIP1,2065
113260959:gene-NNT:NNT,5080
113260753:nbis-pseudogene-1689:LOC113260753,475
113260985:gene-LOC113260985:LOC113260985,123
113260960:gene-FGF10:FGF10,4116
113260961:gene-MRPS30:MRPS30,1622
130543739:gene-LOC130543739:LOC130543739,1820
113260754:nbis-pseudogene-1690:LOC113260754,305
113260962:gene-HCN1:HCN1,2077
113260701:nbis-pseudogene-1672:LOC113260701,939
113260970:gene-LOC113260970:LOC113260970,105
125283367:gene-LOC125283367:LOC125283367,885
125283364:nbis-pseudogene-3279:LOC125283364,215
113260963:gene-EMB:EMB,6155
113260762:nbis-pseudogene-1695:LOC113260762,1426
113260964:gene-PARP8:PARP8,7717
113260972:gene-LOC113260972:LOC113260972,107
113260755:gene-ISL1:ISL1,2114
113260756:nbis-pseudogene-1691:LOC113260756,564
113260974:gene-LOC113260974:LOC113260974,108
113260764:nbis-pseudogene-1696:LOC113260764,1749
113260991:nbis-pseudogene-1709:LOC113260991,112
113260757:nbis-pseudogene-1692:LOC113260757,406
113263868:gene-ITGA1:ITGA1,10704
125283368:gene-PELO:PELO,14990
130543703:gene-LOC130543703:LOC130543703,533
113263857:nbis-pseudogene-2039:LOC113263857,407
113263908:gene-ITGA2:ITGA2,7569
113263910:gene-MOCS2:MOCS2,4793
113263859:nbis-pseudogene-2040:LOC113263859,830
113263911:gene-FST:FST,2800
113263912:gene-NDUFS4:NDUFS4,1920
113263913:gene-ARL15:ARL15,3339
113263860:nbis-pseudogene-2041:LOC113263860,513
113263861:gene-HSPB3:HSPB3,4165
113263915:gene-SNX18:SNX18,9055
113263917:gene-LOC113263917:LOC113263917,15122
130543704:gene-LOC130543704:LOC130543704,3589
125283369:gene-LOC125283369:LOC125283369,571
113263919:gene-LOC113263919:LOC113263919,20877
123001689:gene-LOC123001689:LOC123001689,8162
113263920:gene-ESM1:ESM1,2428
113263921:gene-GZMK:GZMK,1258
113263922:gene-LOC113263922:LOC113263922,2334
130543705:gene-SPINK7:SPINK7,555
113263923:gene-SPINK9:SPINK9,485
113263924:gene-FBXO38:FBXO38,4184
113263872:gene-HTR4:HTR4,7866
123001684:gene-LOC123001684:LOC123001684,895
113263926:gene-ADRB2:ADRB2,2031
130543707:gene-LOC130543707:LOC130543707,58873
113263927:gene-SH3TC2:SH3TC2,5098
113264166:nbis-pseudogene-2055:LOC113264166,91
123001690:nbis-pseudogene-2936:LOC123001690,841
113263929:gene-ABLIM3:ABLIM3,6776
113263930:gene-AFAP1L1:AFAP1L1,2989
113263931:gene-GRPEL2:GRPEL2,3584
113263932:gene-PCYOX1L:PCYOX1L,1789
113263873:gene-IL17B:IL17B,728
123001691:gene-LOC123001691:LOC123001691,7416
113263933:gene-CSNK1A1:CSNK1A1,11252
113263935:gene-ARHGEF37:ARHGEF37,5348
113264169:gene-LOC113264169:LOC113264169,107
113263936:gene-PPARGC1B:PPARGC1B,10641
123001694:gene-LOC123001694:LOC123001694,9516
130543708:gene-LOC130543708:LOC130543708,25573
113263938:gene-PDE6A:PDE6A,3963
130543709:gene-LOC130543709:LOC130543709,5257
113263941:gene-SLC26A2:SLC26A2,8477
113263943:gene-TIGD6:TIGD6,1889
113263939:gene-HMGXB3:HMGXB3,5392
113263940:gene-CSF1R:CSF1R,3879
113263944:gene-PDGFRB:PDGFRB,5512
130543711:gene-LOC130543711:LOC130543711,4606
113263864:gene-CDX1:CDX1,1980
113263945:gene-SLC6A7:SLC6A7,3489
113263946:gene-CAMK2A:CAMK2A,5813
113263865:gene-ARSI:ARSI,7295
113263947:gene-TCOF1:TCOF1,5030
113263948:gene-CD74:CD74,1780
113263950:gene-RPS14:RPS14,698
113263951:gene-NDST1:NDST1,9179
113263952:gene-SYNPO:SYNPO,7032
113263953:gene-MYOZ3:MYOZ3,4067
113263958:gene-RBM22:RBM22,2351
113263959:gene-DCTN4:DCTN4,3868
130543740:gene-LOC130543740:LOC130543740,337
113263960:gene-SMIM3:SMIM3,1837
130543731:gene-LOC130543731:LOC130543731,1209
113263866:gene-LOC113263866:LOC113263866,1622
113264176:gene-LOC113264176:LOC113264176,107
113263963:gene-LOC113263963:LOC113263963,3286
123000108:gene-LOC123000108:LOC123000108,3617
113263964:gene-LOC113263964:LOC113263964,2189
113263967:gene-GPX3:GPX3,1877
113263965:gene-TNIP1:TNIP1,3092
113263968:gene-ANXA6:ANXA6,3097
113264170:nbis-pseudogene-2056:LOC113264170,101
113263970:gene-CCDC69:CCDC69,4186
113263971:gene-GM2A:GM2A,2557
113263974:gene-SLC36A3:SLC36A3,1425
113263975:nbis-pseudogene-2048:LOC113263975,1005
113263976:gene-SLC36A2:SLC36A2,3079
113263977:gene-SLC36A1:SLC36A1,14188
113263979:gene-FAT2:FAT2,14635
113263978:gene-SPARC:SPARC,2942
113263981:gene-ATOX1:ATOX1,493
113263982:gene-G3BP1:G3BP1,9007
113263985:gene-LOC113263985:LOC113263985,2746
113263875:gene-GLRA1:GLRA1,1374
113263986:gene-NMUR2:NMUR2,1209
130543713:gene-LOC130543713:LOC130543713,356
113264174:gene-LOC113264174:LOC113264174,126
113263993:gene-GRIA1:GRIA1,3095
113263992:nbis-pseudogene-2049:LOC113263992,790
113263994:gene-FAM114A2:FAM114A2,2814
113263995:gene-MFAP3:MFAP3,4786
113263996:gene-GALNT10:GALNT10,5921
113263997:gene-SAP30L:SAP30L,6269
113263871:gene-HAND1:HAND1,808
130543714:gene-LOC130543714:LOC130543714,11733
113263998:gene-LARP1:LARP1,7275
113263999:gene-FAXDC2:FAXDC2,3111
113264002:gene-CNOT8:CNOT8,3945
113264003:gene-GEMIN5:GEMIN5,6166
113264005:gene-MRPL22:MRPL22,752
123001687:nbis-pseudogene-2935:LOC123001687,3943
113264007:gene-SGCD:SGCD,10845
113263878:nbis-pseudogene-2043:LOC113263878,1306
113264010:gene-LOC113264010:LOC113264010,1500
113264011:gene-TIMD4:TIMD4,2395
113264012:gene-HAVCR1:HAVCR1,4432
113264013:gene-HAVCR2:HAVCR2,1387
113264016:gene-MED7:MED7,1526
113263876:gene-GARIN3:GARIN3,1803
113264017:gene-ITK:ITK,4426
113264018:gene-CYFIP2:CYFIP2,7055
113264173:gene-LOC113264173:LOC113264173,107
113264019:gene-FNDC9:FNDC9,4559
113264020:gene-NIPAL4:NIPAL4,3094
113264021:gene-ADAM19:ADAM19,12048
113264023:gene-SOX30:SOX30,2307
113264024:gene-THG1L:THG1L,2456
113264025:gene-LSM11:LSM11,5978
113264026:gene-CLINT1:CLINT1,3539
113264164:gene-LOC113264164:LOC113264164,104
113263881:nbis-pseudogene-2044:LOC113263881,640
113264162:gene-LOC113264162:LOC113264162,109
113264031:gene-LOC113264031:LOC113264031,8394
113264028:gene-EBF1:EBF1,6411
130543716:gene-LOC130543716:LOC130543716,50124
130543715:gene-LOC130543715:LOC130543715,2458
113264034:gene-RNF145:RNF145,4287
113264035:gene-UBLCP1:UBLCP1,4933
113263879:gene-IL12B:IL12B,1066
113263882:nbis-pseudogene-2045:LOC113263882,265
125283379:gene-LOC125283379:LOC125283379,3390
113264037:gene-ADRA1B:ADRA1B,1835
113264040:gene-TTC1:TTC1,1485
113264161:nbis-pseudogene-2053:LOC113264161,704
113264038:gene-PWWP2A:PWWP2A,15260
113264041:gene-FABP6:FABP6,791
113264042:gene-CCNJL:CCNJL,2565
113264043:gene-C1QTNF2:C1QTNF2,1105
113264045:gene-FAM200C:FAM200C,2860
113264046:gene-SLU7:SLU7,4182
113264047:gene-PTTG1:PTTG1,997
130543717:gene-LOC130543717:LOC130543717,3267
130543741:gene-LOC130543741:LOC130543741,515
113264048:gene-ATP10B:ATP10B,6879
113264050:gene-GABRB2:GABRB2,4108
113263883:gene-GABRA6:GABRA6,1362
113264052:gene-GABRA1:GABRA1,2003
113264053:gene-GABRG2:GABRG2,1552
113264175:gene-LOC113264175:LOC113264175,107
113264054:gene-CCNG1:CCNG1,3213
113264056:gene-NUDCD2:NUDCD2,974
113264055:gene-HMMR:HMMR,3483
113264057:gene-MAT2B:MAT2B,4788
113264163:gene-LOC113264163:LOC113264163,103
113263884:nbis-pseudogene-2046:LOC113263884,585
113264059:gene-LOC113264059:LOC113264059,1657
113264060:nbis-pseudogene-2051:LOC113264060,215
123001700:gene-LOC123001700:LOC123001700,82194
113264061:gene-TENM2:TENM2,48702
130543718:nbis-pseudogene-3482:LOC130543718,697
113264063:gene-LOC113264063:LOC113264063,8141
113264066:gene-WWC1:WWC1,16821
130543719:gene-LOC130543719:LOC130543719,3010
113264165:nbis-pseudogene-2054:LOC113264165,98
113264067:gene-RARS1:RARS1,2167
113264068:gene-FBLL1:FBLL1,1054
113264071:gene-PANK3:PANK3,7738
113264072:nbis-pseudogene-2052:LOC113264072,306
130543720:gene-LOC130543720:LOC130543720,2216
113264069:gene-SLIT3:SLIT3,9430
113263885:nbis-pseudogene-2047:LOC113263885,904
113264177:gene-LOC113264177:LOC113264177,107
113264074:gene-SPDL1:SPDL1,5201
113264075:gene-DOCK2:DOCK2,6306
113264077:gene-INSYN2B:INSYN2B,6805
113264078:gene-FOXI1:FOXI1,2189
113264080:gene-CUNH5orf58:CUNH5orf58,365
113264079:gene-LCP2:LCP2,6918
113264082:gene-KCNIP1:KCNIP1,1697
130543721:gene-LOC130543721:LOC130543721,390
113264081:gene-KCNMB1:KCNMB1,1599
113263886:gene-GABRP:GABRP,2202
113264083:gene-RANBP17:RANBP17,3727
113264167:gene-LOC113264167:LOC113264167,109
113263896:gene-TLX3:TLX3,876
130543732:nbis-pseudogene-3483:LOC130543732,342
113264084:gene-NPM1:NPM1,4695
113264085:gene-FGF18:FGF18,1528
130543722:gene-LOC130543722:LOC130543722,1513
113263890:gene-SMIM23:SMIM23,423
113264086:gene-FBXW11:FBXW11,4791
123001701:gene-LOC123001701:LOC123001701,6560
113264088:gene-STK10:STK10,5507
113263898:gene-EFCAB9:EFCAB9,693
113264089:gene-UBTD2:UBTD2,3894
113264168:gene-LOC113264168:LOC113264168,103
113264090:gene-SH3PXD2B:SH3PXD2B,7657
123001702:gene-LOC123001702:LOC123001702,3240
130543742:gene-LOC130543742:LOC130543742,2349
113264093:gene-NEURL1B:NEURL1B,6502
113263867:nbis-pseudogene-2042:LOC113263867,755
130543723:gene-LOC130543723:LOC130543723,2182
113264095:gene-DUSP1:DUSP1,2026
113264097:gene-ERGIC1:ERGIC1,12424
113264098:gene-RPL26L1:RPL26L1,2305
113264101:gene-ATP6V0E1:ATP6V0E1,10087
113264099:gene-CREBRF:CREBRF,8919
113264102:gene-BNIP1:BNIP1,10073
113263900:gene-NKX2-5:NKX2-5,1669
113264105:gene-LOC113264105:LOC113264105,2873
113264106:gene-STC2:STC2,4887
113264107:gene-LOC113264107:LOC113264107,22406
130543725:gene-LOC130543725:LOC130543725,10706
113264110:gene-BOD1:BOD1,1383
130543724:gene-LOC130543724:LOC130543724,3939
130543743:gene-LOC130543743:LOC130543743,327
123001703:gene-LOC123001703:LOC123001703,2954
130543726:gene-LOC130543726:LOC130543726,2175
113264112:gene-LOC113264112:LOC113264112,1442
130543727:gene-LOC130543727:LOC130543727,1575
113264113:gene-CPEB4:CPEB4,7767
113263903:gene-CUNH5orf47:CUNH5orf47,492
113264114:gene-NSG2:NSG2,571
113263904:gene-MSX2:MSX2,2199
113264115:gene-DRD1:DRD1,1841
113264117:gene-SFXN1:SFXN1,4374
113263906:gene-HRH2:HRH2,4280
113264118:gene-THOC3:THOC3,3111
113264119:gene-CPLX2:CPLX2,388
113264120:gene-SIMC1:SIMC1,3181
113264121:gene-KIAA1191:KIAA1191,3262
113264172:gene-LOC113264172:LOC113264172,107
113264122:gene-ARL10:ARL10,4291
113264124:gene-NOP16:NOP16,1049
113264125:gene-HIGD2A:HIGD2A,561
113264123:gene-CLTB:CLTB,2002
113264126:gene-FAF2:FAF2,5543
113264178:gene-TRNAQ-CUG-5:TRNAQ-CUG,73
113264128:gene-LOC113264128:LOC113264128,2142
113264127:gene-RNF44:RNF44,9701
113264130:gene-CDHR2:CDHR2,4446
113263892:gene-GPRIN1:GPRIN1,3414
113264131:gene-SNCB:SNCB,1651
113263893:gene-EIF4E1B:EIF4E1B,801
113264132:gene-TSPAN17:TSPAN17,2793
113264134:gene-UNC5A:UNC5A,3697
113264133:gene-HK3:HK3,3439
113264135:gene-UIMC1:UIMC1,2770
130543728:gene-LOC130543728:LOC130543728,1645
113264136:gene-ZNF346:ZNF346,4810
113264137:gene-FGFR4:FGFR4,3475
113264138:gene-NSD1:NSD1,14199
113264142:gene-RAB24:RAB24,3299
113264141:gene-PRELID1:PRELID1,1405
113264140:gene-MXD3:MXD3,1506
113264146:gene-LMAN2:LMAN2,5198
113264145:gene-RGS14:RGS14,4155
130543729:gene-LOC130543729:LOC130543729,377
113264148:gene-SLC34A1:SLC34A1,2538
113264150:gene-PFN3:PFN3,2276
113264151:gene-F12:F12,2334
113264153:gene-GRK6:GRK6,3432
113264154:gene-PRR7:PRR7,4705
113264152:gene-DBN1:DBN1,3139
113264157:gene-PDLIM7:PDLIM7,2198
123001704:gene-LOC123001704:LOC123001704,15837
113264158:gene-DOK3:DOK3,1573
113264159:gene-FAM193B:FAM193B,4376
130543744:gene-LOC130543744:LOC130543744,292
113259039:gene-LOC113259039:LOC113259039,8591
113259040:gene-LOC113259040:LOC113259040,1512
113259038:gene-LOC113259038:LOC113259038,1489
113259037:gene-LOC113259037:LOC113259037,5208
130542822:gene-LOC130542822:LOC130542822,1303
113259036:gene-LOC113259036:LOC113259036,2817
113259035:gene-LOC113259035:LOC113259035,4705
113259034:gene-LOC113259034:LOC113259034,3697
